"Title","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney."
"Wipeout (AU)","","6.1/10","35/100",0,0,1,0
"Kemurikusa","all","7.1/10","35/100",0,0,1,0
"Travel With Kids","all","6.2/10","35/100",0,0,1,0
"I killed my BFF","","7.0/10","35/100",0,0,1,0
"Xploration DIY Sci","all","8.8/10","34/100",0,0,1,0
"Rome","","5.6/10","34/100",0,0,1,0
"Engineering Giants","","8.5/10","34/100",0,0,1,0
"Ladylike","","6.1/10","34/100",0,0,1,0
"Inside the Tube: Going Underground","","8.2/10","34/100",0,0,1,0
"Beyond","","7.0/10","34/100",0,0,1,0
"Interpol Investigates","","7.0/10","34/100",0,0,1,0
"Hotel GB","","6.1/10","34/100",0,0,1,0
"Owlegories","","8.5/10","34/100",0,0,1,0
"Teletubbies: Nursery Rhymes","","5.2/10","34/100",0,0,1,0
"Big Shrimpin'","16+","6.0/10","34/100",0,0,1,0
"Bordertown: Laredo","","6.9/10","34/100",0,0,1,0
"Design Squad","all","8.5/10","34/100",0,0,1,0
"Elders React","","5.8/10","34/100",0,0,1,0
"The Bumble Nums","all","7.2/10","34/100",0,0,1,0
"Qumi-Qumi","","7.9/10","34/100",0,0,1,0
"Inside Jokes","16+","7.3/10","34/100",0,0,1,0
"Plane Resurrection","","7.3/10","34/100",0,0,1,0
"Sketch","","","34/100",0,0,1,0
"Fanny by Gaslight","18+","6.5/10","34/100",0,0,1,0
"72 Hours","16+","5.9/10","34/100",0,0,1,0
"Cam & Leon","","6.7/10","34/100",0,0,1,0
"Ghost Dimension","7+","6.0/10","34/100",0,0,1,0
"The Hunt","","6.5/10","34/100",0,0,1,0
"Wild About Animals","","7.5/10","34/100",0,0,1,0
"Catherine the Great","","6.7/10","34/100",0,0,1,0
"Bookaboo","all","7.8/10","34/100",0,0,1,0
"For the Love of Ray J","","3.2/10","34/100",0,0,1,0
"Jessy & Nessy","all","8.0/10","33/100",0,0,1,0
"Kids on the Edge","","7.6/10","33/100",0,0,1,0
"Double Your House for Half the Money","","6.9/10","33/100",0,0,1,0
"Bump!","","5.8/10","33/100",0,0,1,0
"Frauen, die Geschichte machten","","7.3/10","33/100",0,0,1,0
"First Civilizations","","6.8/10","33/100",0,0,1,0
"Wir Geiseln der SS","7+","7.3/10","33/100",0,0,1,0
"Mopar or No Car","","","33/100",0,0,1,0
"The Surgeons","16+","","33/100",0,0,1,0
"Talking Tom Shorts","","","33/100",0,0,1,0
"Fresh Tracks","","8.8/10","33/100",0,0,1,0
"Flipping Boston","","6.9/10","33/100",0,0,1,0
"American Treasures","","7.0/10","33/100",0,0,1,0
"Mr Swimmer","","7.4/10","33/100",0,0,1,0
"Flying Through Time","all","","33/100",0,0,1,0
"Looped","all","5.8/10","33/100",0,0,1,0
"PowerNation: Engine Power","all","7.7/10","33/100",0,0,1,0
"Pompidou","","4.1/10","33/100",0,0,1,0
"Immortalized","","4.4/10","33/100",0,0,1,0
"Hope and Wire","","6.2/10","33/100",0,0,1,0
"Brandi and Jarrod: Married to the Job","7+","4.2/10","33/100",0,0,1,0
"Anna's Wild Life","all","8.4/10","33/100",0,0,1,0
"New York Confidential","","7.9/10","33/100",0,0,1,0
"Handy Bean","","6.8/10","33/100",0,0,1,0
"Mix Master","","7.9/10","33/100",0,0,1,0
"SciGirls","all","7.5/10","33/100",0,0,1,0
"Today's Homeowner with Danny Lipford","all","8.9/10","32/100",0,0,1,0
"Gangster Empire: Rise of the Mob","16+","5.6/10","32/100",0,0,1,0
"A Path Appears","","7.6/10","32/100",0,0,1,0
"Strictly Ballet","","6.5/10","32/100",0,0,1,0
"Beyond the Tattoo","","6.7/10","32/100",0,0,1,0
"The Suspects: True Australian Thrillers","16+","7.9/10","32/100",0,0,1,0
"UQ Holder!","","","32/100",0,0,1,0
"Deals from the Dark Side","","6.5/10","32/100",0,0,1,0
"Conversations in L.A.","","6.7/10","32/100",0,0,1,0
"Making It in Music City","","7.3/10","32/100",0,0,1,0
"Infidelity","","6.4/10","32/100",0,0,1,0
"Stalkers Who Kill","","3.8/10","32/100",0,0,1,0
"Shelldon","all","5.8/10","32/100",0,0,1,0
"Thurston","","6.3/10","32/100",0,0,1,0
"Crime Inc","","6.5/10","32/100",0,0,1,0
"The Irish Mob","16+","7.5/10","32/100",0,0,1,0
"Buried Secrets","","7.4/10","32/100",0,0,1,0
"Wendy","7+","5.9/10","32/100",0,0,1,0
"Worth It: Lifestyle","","7.6/10","32/100",0,0,1,0
"Troy the Train of Car City","","7.5/10","32/100",0,0,1,0
"The Underdogs","all","8.3/10","32/100",0,0,1,0
"Discovering the World","","6.7/10","32/100",0,0,1,0
"Hitler's Propaganda Machine","","8.0/10","31/100",0,0,1,0
"A Desert Between Us and Them","","7.5/10","31/100",0,0,1,0
"Ancient Warriors","","6.2/10","31/100",0,0,1,0
"The Presidents: From Politics to Power","","6.4/10","31/100",0,0,1,0
"Napoleon Hill's Master Key","","6.8/10","31/100",0,0,1,0
"Outsmarted","","7.7/10","31/100",0,0,1,0
"WellieWishers","","7.0/10","31/100",0,0,1,0
"Monster Hunters","","4.7/10","31/100",0,0,1,0
"Steps to the Future","","","31/100",0,0,1,0
"edebits","all","","31/100",0,0,1,0
"Hey Qween","","6.0/10","31/100",0,0,1,0
"The Amazing Gayl Pile","","4.6/10","31/100",0,0,1,0
"Voyage of the Continents","","7.0/10","31/100",0,0,1,0
"Serial Swindlers","","7.2/10","31/100",0,0,1,0
"Love It or Lose It","","6.1/10","31/100",0,0,1,0
"Wrench Wars","","5.7/10","31/100",0,0,1,0
"Hollywood Couples","","7.2/10","31/100",0,0,1,0
"DoongDoong","","6.8/10","31/100",0,0,1,0
"Gordon the Garden Gnome","all","7.4/10","31/100",0,0,1,0
"The Weather Files","","7.6/10","31/100",0,0,1,0
"Superships","all","7.6/10","31/100",0,0,1,0
"Grand Star","","5.4/10","31/100",0,0,1,0
"Vatican Miracle Examiner","","6.5/10","30/100",0,0,1,0
"The Source Series","","7.3/10","30/100",0,0,1,0
"The Really Big Flip","","6.3/10","30/100",0,0,1,0
"The Urban Vegetarian","","5.5/10","30/100",0,0,1,0
"War in the Pacific","","5.9/10","30/100",0,0,1,0
"Iconic Characters","","6.8/10","30/100",0,0,1,0
"The World's Funniest Moments","","2.9/10","30/100",0,0,1,0
"Museum Diaries","","6.2/10","30/100",0,0,1,0
"Critical Rescue","","5.9/10","30/100",0,0,1,0
"Vinnie Jones' Toughest Cops","","7.1/10","30/100",0,0,1,0
"St. Bears Doll's Hospital","","5.7/10","30/100",0,0,1,0
"Millenniums","","6.2/10","30/100",0,0,1,0
"Counting with Paula","","6.1/10","30/100",0,0,1,0
"Very Superstitious with George Lopez","","6.7/10","30/100",0,0,1,0
"Fashion News Live","","6.5/10","29/100",0,0,1,0
"Ultimate Journeys","","7.5/10","29/100",0,0,1,0
"A Year to Remember","","6.3/10","29/100",0,0,1,0
"The American Dream Project","","6.8/10","29/100",0,0,1,0
"American Daredevils","16+","6.2/10","29/100",0,0,1,0
"Ritual","","7.7/10","29/100",0,0,1,0
"Mission NinetyTwo","","4.6/10","29/100",0,0,1,0
"Boing: The Play Ranger","","7.3/10","29/100",0,0,1,0
"Mario Lopez: Saved By the Baby","","5.5/10","29/100",0,0,1,0
"New York Goes to Hollywood","","4.6/10","29/100",0,0,1,0
"About Him: Freshman Year","","","29/100",0,0,1,0
"Innovation Nation","","7.1/10","29/100",0,0,1,0
"Hilarious Helmet History","","6.6/10","29/100",0,0,1,0
"NOVA Wonders","all","7.6/10","29/100",0,0,1,0
"Dangerous Waters","","7.0/10","29/100",0,0,1,0
"One-Eyed Horse: The Series","","3.9/10","29/100",0,0,1,0
"Sam's Game","","5.6/10","29/100",0,0,1,0
"Anthony Bourdain Explains Everything","","","29/100",0,0,1,0
"Carl's Car Wash - Super Simple","","6.2/10","29/100",0,0,1,0
"Nerve Center","7+","6.6/10","29/100",0,0,1,0
"Main courante","","6.4/10","29/100",0,0,1,0
"Xploration Earth 2050","","7.7/10","28/100",0,0,1,0
"MegaWorld","all","6.8/10","28/100",0,0,1,0
"Gnarfs","","5.3/10","28/100",0,0,1,0
"Wildlife Quest","","6.1/10","28/100",0,0,1,0
"The Vietnam War: Before, During, After","","7.4/10","28/100",0,0,1,0
"Strange Love","","2.4/10","28/100",0,0,1,0
"Instruments of Death","","8.0/10","28/100",0,0,1,0
"Fountain Of Youth","","5.8/10","28/100",0,0,1,0
"Yaya et Zouk","","4.0/10","28/100",0,0,1,0
"Death Unexplained","","7.4/10","28/100",0,0,1,0
"Avoiding Apocalypse","","5.6/10","27/100",0,0,1,0
"Could It Be A Miracle","","7.2/10","27/100",0,0,1,0
"Stable Wars: Del Mar","","","27/100",0,0,1,0
"Liquor House Comedy","","","27/100",0,0,1,0
"MegaSpeed","","4.4/10","27/100",0,0,1,0
"ViR: The Robot Boy","","2.8/10","27/100",0,0,1,0
"JFK - A New World Order","7+","7.0/10","27/100",0,0,1,0
"#MeToo, Now What?","","7.0/10","27/100",0,0,1,0
"Favorite Places","","2.4/10","27/100",0,0,1,0
"The Hollywood Puppet Show","16+","6.2/10","27/100",0,0,1,0
"Narco Finance","","7.8/10","27/100",0,0,1,0
"Treetop Family - Super Simple","","6.7/10","27/100",0,0,1,0
"The Lifted Life","","4.7/10","26/100",0,0,1,0
"My House of Paranormal","","4.0/10","26/100",0,0,1,0
"Talking Tom and Friends Minis","all","7.6/10","26/100",0,0,1,0
"Headliners","","4.6/10","26/100",0,0,1,0
"Star April","","7.0/10","26/100",0,0,1,0
"How Tech Works","","6.8/10","26/100",0,0,1,0
"Rev & Roll","","3.8/10","26/100",0,0,1,0
"Ghost Cases","","5.2/10","26/100",0,0,1,0
"Family Travel with Colleen Kelly","","7.8/10","26/100",0,0,1,0
"Juan Happy Love Story","","7.8/10","26/100",0,0,1,0
"Murderers and Their Mothers","","4.4/10","26/100",0,0,1,0
"House Hazards","","4.8/10","25/100",0,0,1,0
"Paranormal Egypt","all","3.8/10","25/100",0,0,1,0
"Makeover Wish","","6.0/10","25/100",0,0,1,0
"Ultimate Wheels","","5.1/10","25/100",0,0,1,0
"MayDay: Air Disaster Investigations","","","25/100",0,0,1,0
"Gok's Clothes Roadshow","","6.4/10","24/100",0,0,1,0
"Scandalous Overtures","","5.6/10","24/100",0,0,1,0
"Ekaterina: The Rise of Catherine the Great","","","24/100",0,0,1,0
"David and Olivia? - Naked in Scotland","","","24/100",0,0,1,0
"Rakuen Miyoshi Kazuyoshi to meguru rakuen no tabi","","4.8/10","24/100",0,0,1,0
"State Parole","","4.6/10","24/100",0,0,1,0
"Best of BabyFirst Art Music Language And More","","","24/100",0,0,1,0
"Supersize Structures","","4.4/10","23/100",0,0,1,0
"Rat-A-Tat","","","23/100",0,0,1,0
"David Hand's Animaland","","","23/100",0,0,1,0
"Color Inspirations: Art And Music","","","23/100",0,0,1,0
"Betty Boop","all","","23/100",0,0,1,0
"It's A Miracle","","","22/100",0,0,1,0
"Flint","","","22/100",0,0,1,0
"A Century of Science Fiction","","","21/100",0,0,1,0
"Hidden Agenda - Real Conspiracies that Affect Our Lives Today","","","21/100",0,0,1,0
"I, Caesar: The Rise and Fall of the Roman Empire","","","21/100",0,0,1,0
"Snapshots","","","21/100",0,0,1,0
"Kongsuni & Friends","","","21/100",0,0,1,0
"Sesame Street: 3,2,1 Let's Go","","","21/100",0,0,1,0
"Local Knowledge","","","20/100",0,0,1,0
"Trinity and Beyond","","","20/100",0,0,1,0
"The Poltergeist Diaries","","","20/100",0,0,1,0
"Let's Fall in Love -《咱们相爱吧》","","","20/100",0,0,1,0
"Room to Improve","","","20/100",0,0,1,0
"Cleopatra","","","20/100",0,0,1,0
"City Slickers In Westworld featuring Billy Crystal","","","20/100",0,0,1,0
"Dog Dynasty","","","20/100",0,0,1,0
"Chasin the Sun","","","20/100",0,0,1,0
"The Very Best Of Kristen Bell","","","20/100",0,0,1,0
"La Usurpadora","","","20/100",0,0,1,0
"Card Sharks 86","","","20/100",0,0,1,0
"Police Women","","","20/100",0,0,1,0
"The Notekins","","","20/100",0,0,1,0
"Crime Scene Solvers","","","19/100",0,0,1,0
"Life and Fate","","","19/100",0,0,1,0
"Breaking Homicide","","","19/100",0,0,1,0
"60 Second Docs","","","19/100",0,0,1,0
"14 Year Old President of the Smallest Country in the World","","","19/100",0,0,1,0
"Clip: Lego Jurassic World Video Game Walkthrough","","","19/100",0,0,1,0
"Brooklyn Kinda Love","","","19/100",0,0,1,0
"Lego Set Builds Bionicle - Artifex","","","19/100",0,0,1,0
"Auction","","","19/100",0,0,1,0
"Harry the Bunny","","","19/100",0,0,1,0
"The Toque 12 Master Chefs at The Epicurean Market","","","18/100",0,0,1,0
"The Queen's Diamond Decades","","","18/100",0,0,1,0
"Dark Forest","","","18/100",0,0,1,0
"Television Playhouse","","","18/100",0,0,1,0
"Babies in Car City","","","18/100",0,0,1,0
"Angels","","","18/100",0,0,1,0
"Power Battle Watch Car","","","18/100",0,0,1,0
"Siege in Fog","","","18/100",0,0,1,0
"Addy Media","","","18/100",0,0,1,0
"Two Legends","","","18/100",0,0,1,0
"Dirty Dancing","","","18/100",0,0,1,0
"5 Facts","","","18/100",0,0,1,0
"True Nordic Crimes","","","18/100",0,0,1,0
"Peanuts","","","18/100",0,0,1,0
"73 Questions Answered By Your Favorite Celebs","","","18/100",0,0,1,0
"'About Joey'","","","18/100",0,0,1,0
"Architects of Darkness","","","18/100",0,0,1,0
"Hollywood's 10 Best","","","18/100",0,0,1,0
"Katsugeki/Touken Ranbu","","","17/100",0,0,1,0
"Classic Popeye","","","17/100",0,0,1,0
"History of Westinghouse","","","17/100",0,0,1,0
"Garage Dreams","","","17/100",0,0,1,0
"Ghost Response - Haunted UK","","","17/100",0,0,1,0
"Day of The Gun - The Series","","","17/100",0,0,1,0
"Second Sight","","","17/100",0,0,1,0
"Tom The Tow Truck's Paint Shop","","","17/100",0,0,1,0
"Mono Mario","","","17/100",0,0,1,0
"Inherited Marriage","","","17/100",0,0,1,0
"Video Workbench: The Scale Model Show","","","17/100",0,0,1,0
"Technological Marvels of the Ancient World","","","17/100",0,0,1,0
"Mickey's Farm","","","17/100",0,0,1,0
"Baby Einstein's Holiday Special","","","17/100",0,0,1,0
"The Splendor of Rome","","","17/100",0,0,1,0
"Saving Ghosts","","","17/100",0,0,1,0
"Haunted France","","","17/100",0,0,1,0
"Killer IQ: Lion vs. Hyena","","","17/100",0,0,1,0
"Brand New House On a Budget","","","17/100",0,0,1,0
"Bounty Hamster","","","17/100",0,0,1,0
"Adam & Eve","","","17/100",0,0,1,0
"Graham Kerr's Kitchen","","","16/100",0,0,1,0
"Somewhere South","","","16/100",0,0,1,0
"300 Million Years","","","16/100",0,0,1,0
"Roblox Funny Moments (PairOfDucks)","","","16/100",0,0,1,0
"Space Mistakes","","","16/100",0,0,1,0
"Running Man","","","16/100",0,0,1,0
"Spring 1986 TV Line-Up","","","16/100",0,0,1,0
"The Complete Story of Hitler and the Nazis","","","16/100",0,0,1,0
"Ancient Civilizations of North America","","","16/100",0,0,1,0
"Lego Pirates of the Caribbean Playthrough","","","16/100",0,0,1,0
"Whitney Bjerken Gymnastics Level 9 Competitions","","","16/100",0,0,1,0
"The Amazing World of Aviation","","","16/100",0,0,1,0
"Strictly Dumpling","","","16/100",0,0,1,0
"Gardens of the World","","","16/100",0,0,1,0
"1Life","","","16/100",0,0,1,0
"Life on Mar's: The Home Makeover Show","","","16/100",0,0,1,0
"Tomorrow's World","","","16/100",0,0,1,0
"Try Guys","","","16/100",0,0,1,0
"Make48","","","16/100",0,0,1,0
"I've Got a Secret","","","16/100",0,0,1,0
"The Order of Victory","","","16/100",0,0,1,0
"Morning Glory","","","16/100",0,1,1,0
"Where I'd Rather Be","","","16/100",0,0,1,0
"Hotel Sacher","","","16/100",0,0,1,0
"In Search of Hidden Holy Sites","","","16/100",0,0,1,0
"Deals in the Desert","","","16/100",0,0,1,0
"She Is Beautiful","","","16/100",0,0,1,0
"Miracle of Faith: 2,000 Years of Christianity in the Holy Land","","","16/100",0,0,1,0
"Dinosaurs Inside and Out","","","16/100",0,0,1,0
"The Wackiest Works of Tex Avery","","","16/100",0,0,1,0
"The Family Blend!","","","16/100",0,0,1,0
"Focal Point","","","16/100",0,0,1,0
"Mysteries, Magic and Miracles","","","14/100",0,0,1,0
"Amber the Ambulance","","","14/100",0,0,1,0
"Kings in Grass Castles","","","14/100",0,0,1,0
"Review: Gun Stock Reviews","","","14/100",0,0,1,0
"I'm a Creepy Crawly","","","14/100",0,0,1,0
"Inside Things","","","14/100",0,0,1,0
"Crew","","","14/100",0,0,1,0
"An Unknown Enemy","","","14/100",0,0,1,0
"Easy Living","","","14/100",0,0,1,0
"How Does That Work?","","","14/100",0,0,1,0
"Tank Biathlon","","","14/100",0,0,1,0
"Celebrity Poker Gala","","","14/100",0,0,1,0
"Actually Me","","","14/100",0,0,1,0
"Microsoft Outlook 2016 - Training","","","14/100",0,0,1,0
"Fluffy Gardens","","","14/100",0,0,1,0
"Changelings: cambions","","","14/100",0,0,1,0
"Blippi - Videos for Kids","","","14/100",0,0,1,0
"Under The Sea: The Great Barrier Reef","","","14/100",0,0,1,0
"Backcountry Fly Fishing","","","14/100",0,0,1,0
"MANE","","","14/100",0,0,1,0
"True Ghost Stories","","","14/100",0,0,1,0
"Wild & Crazy","","","14/100",0,0,1,0
"YTF: Yesterday, Today, Forever","","","14/100",0,0,1,0
"Van Der Week","","","14/100",0,0,1,0
"Getting Doug with High","","","14/100",0,0,1,0
"Always and Forever","","","14/100",0,0,1,0
"GayTerns","","","14/100",0,0,1,0
"Altair: A Record of Battles","","","14/100",0,0,1,0
"Review: Build A Bear, Tsum Tsum and Disney Plushie Toy Reviews","","","14/100",0,0,1,0
"Can You Even Sport?","","","14/100",0,0,1,0
"Mafia Undercover","","","14/100",0,0,1,0
"Super Mario 64 Playthrough","","","14/100",0,0,1,0
"Mix Master: Final Force","","","14/100",0,0,1,0
"Serial Killer Culture TV","","","14/100",0,0,1,0
"Myths, Magic & Monsters","","","14/100",0,0,1,0
"Animal Favorites","","","14/100",0,0,1,0
"Sea Power","","","14/100",0,0,1,0
"Crimes that Made History","","","14/100",0,0,1,0
"Woodwalkers","","","14/100",0,0,1,0
"Wolfpack","","","14/100",0,0,1,0
"Uncharted Waters with Peter Miller","","","14/100",0,0,1,0
"The Magical Adventures of Quasimodo","","","14/100",0,0,1,0
"Cars, Cops & Criminals","","","14/100",0,0,1,0
"The Complete History of the Second World War","","","14/100",0,0,1,0
"The Red Booth","","","14/100",0,0,1,0
"Desperate Love","","","14/100",0,0,1,0
"Tales of the Living Dead","","","14/100",0,0,1,0
"Monsters, Madness and Mayhem","","","14/100",0,0,1,0
"PRIME JAPAN","","","14/100",0,0,1,0
"Heart to Heart","","","14/100",0,0,1,0
"Hitler's Lost Battles","","","14/100",0,0,1,0
"Countdown to Victory: World War II - The Ultimate Timeline","","","14/100",0,0,1,0
"Lockout","","","14/100",0,0,1,0
"Working 24 Hours At...","","","14/100",0,0,1,0
"Dinosaur Britain","","","14/100",0,0,1,0
"F'd","","","14/100",0,0,1,0
"Tea Time with Tayla","","","13/100",0,0,1,0
"Wildest Middle East","","","13/100",0,0,1,0
"Mafia Queens","","","13/100",0,0,1,0
"Home Remedy","","","13/100",0,0,1,0
"Food Hacks","","","13/100",0,0,1,0
"The Prince of Han Dynasty 1","","","13/100",0,0,1,0
"Feed Famous","","","13/100",0,0,1,0
"Dermot Bannon's Luxury Homes","","","13/100",0,0,1,0
"Blake Griffin's Internship","","","13/100",0,0,1,0
"Learn with Ethan The Dump Truck","","","13/100",0,0,1,0
"Titipo Titipo","","","13/100",0,0,1,0
"On The Bank","","","13/100",0,0,1,0
"Paper Mario Color Splash Playthrough","","","13/100",0,0,1,0
"Oh My General","","","13/100",0,0,1,0
"Egotastic FunTime!","","","13/100",0,0,1,0
"Backline","","","13/100",0,0,1,0
"Victorious Living with Kenneth Copeland","","","13/100",0,0,1,0
"Partners in Crime","","","13/100",0,0,1,0
"From Beyond","","","13/100",0,0,1,0
"Space Curiosities","","","13/100",0,0,1,0
"Beginnings","","","13/100",0,0,1,0
"Revival Radio TV","","","13/100",0,0,1,0
"The Lost Tales of Egypt","","","13/100",0,0,1,0
"Yoga For Back Pain, Neck Pain & Stress Relief - Lindsey Samper","","","13/100",0,0,1,0
"Lego Set Builds Spongebob Squarepants - Artifex","","","13/100",0,0,1,0
"Spectre Analysis","","","13/100",0,0,1,0
"I Declare War: The Series","","","13/100",0,0,1,0
"The Bomber: Behind Nazi Lines","","","13/100",0,0,1,0
"Blood and Water","","","13/100",0,0,1,0
"Watch Around the Clock B&W","","","13/100",0,0,1,0
"Luxury Travel Show","","","13/100",0,0,1,0
"America's Monsters","","","13/100",0,0,1,0
"The Evolution of Us","","","13/100",0,0,1,0
"How-To","","","13/100",0,0,1,0
"Besties","","","13/100",0,0,1,0
"Full Body Flexibility Beginners Yoga Workouts - Krystin Scott","","","13/100",0,0,1,0
"The Sweet Spot: A Treasury of Baseball Stories","","","13/100",0,0,1,0
"Treasure Houses of Britain","","","13/100",0,0,1,0
"Homebuddies","","","13/100",0,0,1,0
"Cosmic Kids Yoga Adventures","","","13/100",0,0,1,0
"Iria: Zeiram The Bounty Hunter","","","13/100",0,0,1,0
"The Ridge: Origins","","","13/100",0,0,1,0
"SharkBites TV","","","13/100",0,0,1,0
"My First INBA Fitness Model Competition","","","13/100",0,0,1,0
"Hitler's Holocaust","","","13/100",0,0,1,0
"A Century of Lionel Legendary Trains","","","13/100",0,0,1,0
"Lucas el Camioncito","","","13/100",0,0,1,0
"Subzero","","","13/100",0,0,1,0
"Human Nature","","","13/100",1,0,1,0
"Aerial Adventures","","","13/100",0,0,1,0
"Esovision Relaxation","","","13/100",0,0,1,0
"Tasty's Made By Hand","","","13/100",0,0,1,0
"Logan's Adventures","","","13/100",0,0,1,0
"In Sanity, Florida","","","13/100",0,0,1,0
"Frenemies with Eliza Coupe","","","13/100",0,0,1,0
"Philipp Shorts","","","13/100",0,0,1,0
"Honolulu P.D.","","","13/100",0,0,1,0
"Food Stories","","","13/100",0,0,1,0
"Fish Mavericks","","","13/100",0,0,1,0
"NHL Road to the Outdoor Classics","","","13/100",0,0,1,0
"Troy in Train Town","","","13/100",0,0,1,0
"Tried + True","","","13/100",0,0,1,0
"Legend of the Fist: Chen Zhen","","","13/100",0,0,1,0
"Minecraft Life","","","13/100",0,0,1,0
"Tiny Trucks","","","13/100",0,0,1,0
"Wonder Balls","","","13/100",0,0,1,0
"Game Changers","","","13/100",0,0,1,0
"Montréal: My Love, My Story","","","13/100",0,0,1,0
"My Dream Derelict Home","","","13/100",0,0,1,0
"Blue Realm","","","13/100",0,0,1,0
"Master Lin in Seoul","","","13/100",0,0,1,0
"Kingdoms of Sumeria","","","13/100",0,0,1,0
"Ruining History","","","13/100",0,0,1,0
"Carl Transform of Car City","","","13/100",0,0,1,0
"pocket.watch Challenge Squad","","","13/100",0,0,1,0
"Cosmo Queens","","","13/100",0,0,1,0
"In the Dream to Find the Answer","","","13/100",0,0,1,0
"South Bend's Lunkerville","","","13/100",0,0,1,0
"The Adventure Series","","","13/100",0,0,1,0
"Hardly Working","","","13/100",0,0,1,0
"Abu, The Little Dinosaur","","","13/100",0,0,1,0
"Price Points","","","13/100",0,0,1,0
"Pinkfong! Dinosaur Musical Stories","","","13/100",0,0,1,0
"Warbirds Over the Trenches","","","13/100",0,0,1,0
"You Colored My World","","","13/100",0,0,1,0
"Last Thing On My Phone","","","13/100",0,0,1,0
"X-Files History","","","13/100",0,0,1,0
"HowStuffWorks NOW","","","13/100",0,0,1,0
"BabyFirst Halloween Special","","","13/100",0,0,1,0
"Lego Set Builds Nexo Knights - Artifex","","","13/100",0,0,1,0
"The Crusaders","","","13/100",0,0,1,0
"World War II Diaries - The Complete War Report","","","13/100",0,0,1,0
"Fred Dinenage Murder Casebook","","","13/100",0,0,1,0
"I Survived Real Estate","","","13/100",0,0,1,0
"Double Dare 76 & 77","","","13/100",0,0,1,0
"Learning with Lizzy the Dog!","","","13/100",0,0,1,0
"Local Hauntings","","","13/100",0,0,1,0
"The War at Sea","","","13/100",0,0,1,0
"My Battalion","","","13/100",0,0,1,0
"DIY Destinations Budget Travel Show","","","13/100",0,0,1,0
"Nordic Wild","","","13/100",0,0,1,0
"S.O.S! Winter","","","13/100",0,0,1,0
"Shorts in Minecraft","","","13/100",0,0,1,0
"Lie Detector Test","","","13/100",0,0,1,0
"Review: Pullip Doll Reviews","","","13/100",0,0,1,0
"Life of Jesus","","","13/100",0,0,1,0
"Microsoft Excel 2016 - Training","","","13/100",0,0,1,0
"The World's Best Chefs - The Toque 12","","","13/100",0,0,1,0
"Kenneth Copeland Ministries","","","13/100",0,0,1,0
"Zumba Awesome Legs & Booty System","","","13/100",0,0,1,0
"SMOSH Babies","","","13/100",0,0,1,0
"Pinkfong! Animal Songs","","","13/100",0,0,1,0
"Flip Flap","","","13/100",0,0,1,0
"Geometry","","","13/100",0,0,1,0
"Impossible Peace","","","13/100",0,0,1,0
"The Duke Of Mount Deer","","","13/100",0,0,1,0
"See Deng","","","13/100",0,0,1,0
"Faaail!","","","13/100",0,0,1,0
"Curious?","","","13/100",0,0,1,0
"Tesla Road Trip","","","13/100",0,0,1,0
"Bigger Questions","","","13/100",0,0,1,0
"Fifi: Cat Therapist","","","13/100",0,0,1,0
"Gym Class Science","","","13/100",0,0,1,0
"This Is Your Brain & Body When...","","","13/100",0,0,1,0
"Pinkfong! Dinosaur Songs","","","13/100",0,0,1,0
"Pro-Semitism with Elon Gold","","","13/100",0,0,1,0
"All Your History Are Belong To Us","","","13/100",0,0,1,0
"Best Motorcycle Movies (Biker Documentary Anthology)","","","13/100",0,0,1,0
"3 Rabbits","","","13/100",0,0,1,0
"Inside Scotland Yard with Trevor McDonald","","","13/100",0,0,1,0
"Love in Memory","","","13/100",0,0,1,0
"Memorization: The Art of The Technique","","","13/100",0,0,1,0
"Piux XII","","","13/100",0,0,1,0
"The Hunters Club","","","10/100",0,0,1,0
"Travel the Road","","","10/100",0,0,1,0
"Pinkfong! Bedtime Lullabies","","","10/100",0,0,1,0
"The Union Series","","","10/100",0,0,1,0
"Another Dirty Room","","","10/100",0,0,1,0
"Christmas in Car City","","","10/100",0,0,1,0
"Please Tell Me I'm Adopted!","","","10/100",0,0,1,0
"Pinkfong! Puppet Show","","","10/100",0,0,1,0
"Chronicle Of Love","","","10/100",0,0,1,0
"Underworld Wrestling","","","10/100",0,0,1,0
"Best Laid Plans","","","10/100",0,0,1,0
"Mob Squad","","","10/100",0,0,1,0
"Designer Guys","","","10/100",0,0,1,0
"Learn with Ted The Train","","","10/100",0,0,1,0
"Night In/Night Out","","","10/100",0,0,1,0
"Tasting Our Roots","","","10/100",0,0,1,0
"FUNnel Vision: Challenges","","","10/100",0,0,1,0
"The Flavors of France","","","10/100",0,0,1,0
"Earth Shocks: Our Hyperactive Planet","","","10/100",0,0,1,0
"Board AF","","","10/100",0,0,1,0
"The Wild Life","","","10/100",0,0,1,0
"Great Taste No Money","","","10/100",0,0,1,0
"Foundations of Freedom with Historian David Barton","","","10/100",0,0,1,0
"Alba's Cuban Kitchen","","","10/100",0,0,1,0
"Aprender con los Mini Constructores","","","10/100",0,0,1,0
"Behind Bars: The World's Toughest Prisons","","","10/100",0,0,1,0
"Ghosts of The Caribbean","","","10/100",0,0,1,0
"The Story of Furong","","","10/100",0,0,1,0
"Waterways: The Royal Canal","","","10/100",0,0,1,0
"End of the Big Cats","","","10/100",0,0,1,0
"Leo the Truck","","","10/100",0,0,1,0
"Celtic Myths","","","10/100",0,0,1,0
